HF_FNCLTY_MTRAL_RCOGN_NO,PRMS_DT,BSSH_NM,INDUTY_NM,ADDR,APLC_RAWMTRL_NM,FNCLTY_CN,DAY_INTK_CN,IFTKN_ATNT_MATR_CN
2015-30,20151224,콜마비앤에이치(주)푸디팜사업부문,건강기능식품전문제조업,충청북도 음성군,EPA 및 DHA 함유유지,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음(생리활성기능 2등급),EPA와 DHA의 합으로서 0.6~1 g/일,-
2022-4,20220203,대상(주),건강기능식품전문제조업,전북특별자치도 군산시,황국(Aspergillus 발효물 MK01),혈중 콜레스테롤 개선에 도움을 줄 수 있음,신청원료로서 700 mg/일,(해당 사항 없음)
2022-8,20220208,(주)휴바이오,수입식품등 수입ㆍ판매업,서울특별시 서대문구,발아발효콩추출물,갱년기 여성 건강에 도움을 줄 수 있음,발아발효콩추출물의 일일섭취량은 1g/일,-
2022-10,20220208,(재)고창식품산업연구원,개인(기타),전북특별자치도 고창군,블랙라즈베리 추출물,혈압 조절에 도움을 줄 수 있음,2500mg,임산부 및 수유부는 섭취 전 전문가와 상담하시기 바랍니다.
2023-6,20230327,(주)일원바이오,수입식품등 수입ㆍ판매업,전북특별자치도 익산시,양춘사추출물,체지방 감소에 도움을 줄 수 있음,,
2023-9,20230328,(주)케이지엠팜,수입식품등 수입ㆍ판매업,서울특별시 영등포구,다이크로스타키스 글로메라타 추출물(Dyglomera),체지방 감소에 도움을 줄 수 있음,Dichrostachys glomerata추출물(Dyglomera)로서 400mg/일,"영유아, 어린이, 임산부 및 수유부는 섭취에 주의 바람. 특이 체질이거나 알레르기 체질인 경우 섭취에 주의 바람."
2010-24,20100525,(주)안지오랩,건강기능식품벤처제조업,대전 유성구,레몬 밤 추출물 혼합분말,체지방 감소에 도움을 줄 수 있음(생리활성기능 2등급),레몬밤 추출물 혼합분말로서 1380 mg/일,"1) 알레르기 반응이 나타날 경우에는 섭취를 중단하시기 바랍니다.
2) 섭취 후 진정작용이 나타날 수 있습니다.
3) 어린이 및 임산부와 수유부 여성은 섭취에 주의하시기 바랍니다."
2009-58,20090605,(주)헬릭스미스,건강기능식품벤처제조업,서울특별시 강서구,액상다래추출물,면역 과민반응 개선에 도움을 줄 수 있음(기타기능II),액상 다래추출물로서 2~2.5g/일,1) 임산부와 수유부는 섭취에 주의
2023-43,20231229,(주)에치와이,수입식품등 수입ㆍ판매업,서울특별시 서초구,참나리추출분말,관절 및 연골건강에 도움을 줄 수 있음,참나리추출분말로서 1 g/일,
2024-3,20240206,주식회사 뉴온,수입식품등 수입ㆍ판매업,서울특별시 강남구,에키네시아추출물,면역기능 증진에 도움을 줄 수 있음,에키네시아추출물로서 200mg/일,임상부 및 수유부는 섭취에 주의한다.
2024-1,20240110,풍림무약(주),수입식품등 수입ㆍ판매업,서울특별시 중구,황해쑥추출분말,위점막을 보호하여 위건강에 도움을 줄 수 있음,240mg,제출자료 참조
2018-8,20180801,(주)에이치엘사이언스,건강기능식품전문제조업,경기도 화성시 효행구,석류농축분말,자외선에 의한 피부손상으로부터 피부 건강을 유지하는데 도움을 줄 수 있음.,1g/ 일 (엘라그산 함량 :1.2mg/일 ),이상반응 및 부작용 보고되지 않음.
2019-31,20191231,(주)엘지생활건강,수입식품등 수입ㆍ판매업,서울특별시 종로구,돈태반 발효추출물,피로 개선에 도움을 줄 수 있음,신청 원료로서 320 mg/일,돼지고기에 알러지가 있는 분은 섭취시 주의가 필요합니다.
2005-20,20050901,현대약품주식회사,건강기능식품수입업,서울특별시 강남구,대두올리고당,"""장내 유익균의 증식과 유해균의 억제에 도움을 줄 수 있습니다."", ""배변활동을 원활히 하는데 도움을 줄 수 있습니다.""

◆ 인체시험에서 대두올리고당을 섭취할 경우 장내 유익균의 증식과 유해균을 억제하고, 배변활동을 원활히 하는데 도움을 줄 수 있음을 확인하였으나 자료의 수가 제한되어 있음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함",Stachyose와 raffinose를 합한 함량으로서,과량으로 섭취 시에는 설사를 유발할 수 있습니다.
2005-21,20051028,에프엔바이오(주),건강기능식품수입업,충청남도 보령시,CLA-80HGR,"“공액리놀레산(Conjugated Linoleic Acid)는 과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.”

(과체중인 성인을 대상으로 한 인체시험에서 CLA를 섭취한 경우 체지방(fat mass)감소에 도움을 줄 수 있음이 많은 자료에서 확인되었으나 한국인을 대상으로 한 자료가 없었음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함.)","공액리놀레산 (cis-9, trans-11 CLA, trans-10, cis-12 CLA, cis-9, cis-11 CLA, trans-9, trans-11 CLA)으로 권장 섭취량 3.4 g/day 일일 첩취량","1. 위장장애가 발생할 수 있습니다.
2. 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3. 식사조절, 운동을 병행하는 것이 바람직합니다."
2022-11,20220215,고려은단(주),건강기능식품전문제조업,경기도 성남시 중원구,섬쑥부쟁이추출분말,인지능력 개선에 도움을 줄수 있음,섬쑥부쟁이추출물로써 960mg,첨부서류 참조
2022-13,20220225,(주)노바웰스,수입식품등 수입ㆍ판매업,대전광역시 유성구,레몬버베나추출물 등 복합물 (티에뜨레®),체지방 감소에 도움을 줄 수 있음,"레몬버베나추출물 등 복합물 (메타볼에이드, metabolaid)로써 500 mg/일",신청서 참조
2022-16,20220418,(주)뉴트리원,수입식품등 수입ㆍ판매업,서울특별시 송파구,Bacillus coagulans Unique IS-2 프로바이오틱스,배변활동 원활에 도움을 줄 수 있음,,
2020-11,20200724,(주)뉴트리,건강기능식품전문제조업,경기도 성남시 중원구,해국추출물,1,,
2024-2,20240206,주식회사 유한건강생활,수입식품등 수입ㆍ판매업,서울특별시 강서구,녹용효소분해추출물(HENKIVⓇ),면역기능개선에 도움을 줄 수 있음,녹용효소분해추출물로서 480 mg/일,"영·유아, 어린이, 임산부 및 수유부, 특정질환(알레르기 체질 등)이 있는 분 섭취 주의, 이상사례 발생 시 섭취를 중단하고 전문가와 상담"
2005-22,20051028,에프엔바이오(주),건강기능식품수입업,충청남도 보령시,CLA-80TAG (트리글리세리드형태),"“공액리놀레산(Conjugated Linoleic Acid)는 과체중인 성인의 체지방 감소에 도움을 줄 수 있습니다.”

(과체중인 성인을 대상으로 한 인체시험에서 CLA를 섭취한 경우 체지방(fat mass)감소에 도움을 줄 수 있음이 많은 자료에서 확인되었으나 한국인을 대상으로 한 자료가 없었음. 따라서 반드시 ‘---에 도움을 줄 수 있습니다’의 형식으로 표시하여야 함.)","공액리놀레산 (cis-9, trans-11 CLA, trans-10, cis-12 CLA, cis-9, cis-11 CLA, trans-9, trans-11 CLA)으로 (권장섭취량 3.4g/day) 일일섭취량","1. 위장장애가 발생할 수 있습니다.
2. 영유아, 임산부는 섭취를 삼가야 해야 합니다.
3. 식사조절, 운동을 병행하는 것이 바람직합니다."
2005-23,20051213,씨제이(주),건강기능식품수입업,서울특별시 중구,씨제이 홍경천 등 복합추출물,"""씨제이홍경천등복합추출물은 혈당조절을 신경 쓰시는 분들의 공복혈당 조절에 도움을 줄 수 있으나 아직은 과학적 근거가 부족합니다.""
◆ 소수의 인체시험에서 여러 혈당조절 지표 중 공복혈당만이 유의적으로 감소되었으나 이를 설명할 수 있는 과학적 근거가 부족합니다. 따라서 반드시 ‘---에 도움을 줄 수 있으나 아직은 과학적 근거가 부족합니다’의 형식으로 표시하여야 함.",‘씨제이홍경천등복합추출물’로서,"◆ 유?소아, 임산부, 수유부는 사용을 삼가는 것이 좋습니다.
◆ 혈당조절을 위한 의약품을 복용하시는 분은 의사와 상담하시기 바랍니다."
2009-90,20091207,(주)유니젠,,충청남도 천안시 동남구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의하십시오"
2009-74,20090909,성원에프아이,건강기능식품수입업,서울특별시 광진구,가르시니아 캄보지아 껍질추출물 HCActive Ca 65,“탄수화물에서 지방으로의 합성을 억제하여 체지방 감소에 도움을 줍니다”(기타기능 I),"총 (-)-HCA로서 750~2,800 mg/day",1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
2023-10,20230328,아미코젠(주),건강기능식품전문제조업,경상남도 진주시,저분자콜라겐펩타이드 AG,1. 피부보습에 도움을 줄 수 있음. 2. 자외선에 의한 피부손상으로부터 피부건강을 유지하는데 도움을 줄 수 있음.,저분자콜라겐펩타이드 AG 로서의 1.0g/일,"영·유아, 임산부 및 수유부는 섭취에 주의. 알레르기 체질이거나 특정 질환이 있는 분은 섭취 전, 반드시 의사와 상담이 필요함"
2023-15,20230601,한국해양과학기술원,,부산광역시 영도구,스피루리나추출물(SM70EE),-,,
2009-72,20090810,네이쳐스메디신(주),건강기능식품수입업,경기도 남양주시,아마인,"콜레스테롤 감소에 도움을 줄 수 있음
(기타기능 Ⅱ)",50g,"1) 혈액응고와 관련된 질병이 있거나 혈액응고저해제를 섭취하는 경우는 반드시 의사나 약사와 상담 후에 섭취하여야 합니다.
2) 아마인의 섭취는 다른 약물의 흡수를 방해할 수 있으므로 약제를 섭취하는 경우에는 의사나 약사와 상담 후 섭취하여야 합니다."
2022-14,20220225,(주)서흥,건강기능식품전문제조업,충청북도 청주시 흥덕구,유산균복합물(AB-LIFE®),혈중 콜레스테롤 개선에 도움을 줄 수 있음,1.2 X 10^9 CFU,산성도가 낮은 음료나 뜨거운 물과 함께 복용하는 것을 피하는 것이 좋습니다. 임신∙수유부는 제품 섭취 전에 의사와 상담하시길 권장합니다.
2022-12,20220225,주식회사 뉴온,수입식품등 수입ㆍ판매업,서울특별시 강남구,가자추출물(AyuFlexⓇ),관절 및 연골 건강에 도움을 줄 수 있음,가자추출물(Ayuflex®)로서 500mg/일,임산부 및 수유부는 전문의와 상담 후 섭취하십시오.
2022-22,20220531,유한회사 파이토뉴트리메디,수입식품등 수입ㆍ판매업,전북특별자치도 전주시 덕진구,레몬밤민들레추출복합물(LD100),간건강에 도움을 줄수 있음,단델리온등 복합물 500mg/일,114 page 참조
2009-77,20090909,(주)진용,건강기능식품수입업,경기도 수원시 영통구,가르시니아 캄보지아 껍질추출물 60,“탄수화물에서 지방으로의 합성을 억제하여 체지방 감소에 도움을 줍니다”(기타기능 I),"총 (-)-HCA로서 750~2,800 mg/day",1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
2009-69,20090803,뉴트리펀코리아컨설팅,건강기능식품수입업,경기도 고양시 일산동구,가르시니아 캄보지아 껍질추출물,“탄수화물에서 지방으로의 합성을 억제하여 체지방 감소에 도움을 줍니다”(기타기능 I),"총 (-)-HCA로서 750~2,800 mg/day",1) 임산부와 수유기 여성은 섭취를 피하는 것이 좋습니다.
2009-70,20090803,(주)진용,건강기능식품수입업,경기도 수원시 영통구,MSM,“관절건강에 도움이 될 수 있습니다.”(기타기능 II),MSM으로서 1.5 ~2 g/day,1) 본 제품은 관절건강에 도움을 줄 수 있으나 치료의 목적으로 사용될 수 없습니다.
2009-89,20091207,한국암웨이(주),,서울특별시 강남구,밀크씨슬추출물,“간 건강에 도움을 줄 수 있음” (기타기능II),Silymarin으로서 130mg,"1) 알레르기 반응이 나타나는 경우에는 섭취를 중단하십시오
2) 설사, 위통, 복부팽만 등의 위장관계 장애가 나타나는 경우에는 섭취를 주의하십시오"
2023-11,20230510,주식회사 제넨셀,건강기능식품벤처제조업,경기도 용인시 기흥구,맥아구절초추출복합물,월경 전 변화에 의한 불편한 상태 개선에 도움을 줄 수 있음,500 mg/일,"임신 중에는 사용하지 말 것 - 명의별록, 동의보감 등 고서에 맥아에 대한 임산부의 복용 섭취 주의사항이 기재되어 있음"
2022-21,20220531,(주)에이투젠 부설연구소,개인(기타),대전광역시 유성구,Lactiplantibacillus plantarum HAC01 프로바이오틱스,식후 혈당 상승 억제에 도움을 줄 수 있음,,
2022-20,20220525,국립농업과학원,집단급식소,전북특별자치도 완주군,weissella cibaria JW15 프로바이오틱스,-,,
2022-17,20220418,(주) 뉴트리,수입식품등 수입ㆍ판매업,서울특별시 송파구,보스웰리아추출물(SERRATRIN),,,
2022-18,20220418,환인제약(주),수입식품등 수입ㆍ판매업,서울특별시 송파구,감잎주정추출분말,건조한 눈을 개선하여 눈 건강에 도움을 줄 수 있음.,감잎주정추출분말 일일섭취량은 600mg/일,임산부와 수유부 및 특정한 식품에 알레르기가 있는 분은 섭취에 주의 바람.
2023-13,20230510,에스씨사이언스,수입식품등 수입ㆍ판매업,경기도 고양시 일산동구,크릴오일 (superba boost),관절건강 개선에 도움을 줄 수 있음,"크릴오일로써 1,000mg/day","1 영유아, 어린이, 임산부 및 수유부는 섭취에 주의 ○ 갑각류에 알레르기가 있는 사람은 섭취에 주의 ○ 의약품(항응고제, 항혈소판제 등) 복용시 전문가와 상담할 것 ○ 이상사례 발생 시 섭취를 중단하고 전문가와 상담할 것"
